id,material_id,ori_title,creative_id_image,creative_id_brand,creative_id_price,creative_id_promotion,level_one_category_name,is_white_image,candidate_group,candidate_group_cn,expected_best_image_route,candidate_score,selection_reason,source_table
101670,null,ATOMIC阿托米克竞技双板2425新品青少年专业比赛滑雪板S9 FIS,https://img.alicdn.com/bao/uploaded/O1CN01EPJpTr1Yk1Da4SygG_!!6000000003096-0-yinhe.jpg,ATOMIC,4078.5,1件7.5折,户外/登山/野营/旅行用品,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
74919,null,ATOMIC阿托米克双板雪鞋2425新品BOA适配男女款滑雪鞋HAWX PRIME,https://img.alicdn.com/bao/uploaded/O1CN01vAdaeo1WH2wd10NpA_!!6000000002762-2-yinhe.png,ATOMIC,3428.6,1件7折,户外/登山/野营/旅行用品,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
4360,89512,Faction Dancer 3 2425新款舞者全地形男女浅绿色橙色双板滑雪板,https://img.alicdn.com/bao/uploaded/O1CN01S2W3WL1PfaqkmopFb_!!6000000001868-0-yinhe.jpg,FACTION,6290.2,1件9折,户外/登山/野营/旅行用品,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
4447,89512,FACTION Prodigy 22425新款天才2自由式全地形双板通用滑雪板黑色,https://img.alicdn.com/bao/uploaded/O1CN01P75VCu1wslYpdeT8S_!!6000000006364-0-yinhe.jpg,FACTION,6997.6,1件9.5折,户外/登山/野营/旅行用品,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562606,102386,【晒单返30/国家补贴15%】Apple/苹果 iPhone 16 Plus手机 A18芯片原封国行官方旗舰店苹果手机 国家补贴,https://img.alicdn.com/bao/uploaded/O1CN014GMAeC1YqQksOM9i2_!!6000000003110-0-yinhe.jpg,Apple/苹果,5999,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562988,102386,【需现场签收激活】Apple/苹果 iPhone 16 Pro Max 官方正品5G全新2024新款移动官旗旗舰店全网通手机,https://img.alicdn.com/bao/uploaded/O1CN01KUUVIE1ig213qpWY4_!!6000000004441-0-yinhe.jpg,Apple/苹果,10599,满7999减1400,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562421,102386,【政府补贴15%】HUAWEI Mate 70 Pro 优享版 鸿蒙AI红枫原色影像超可靠玄武架构华为鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01QaGH5z1azi4JXQ8Vq_!!6000000003401-0-yinhe.jpg,Huawei/华为,6137,补贴62元,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562579,102386,【优惠300元 可叠国家补贴】华为nova 14 Pro多焦段红枫质感人像北斗卫星图片消息华为官方旗舰店智能手机,https://img.alicdn.com/bao/uploaded/O1CN01LZlFIh1HCj1rt52p0_!!6000000000722-0-yinhe.jpg,Huawei/华为,3199,满3499减300,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562680,102386,【优惠1000元】HUAWEI Mate 70 RS丨 ULTIMATE DESIGN非凡大师华为官方旗舰店鸿蒙智能手机,https://img.alicdn.com/bao/uploaded/O1CN01MU8O1E1vGSuaGuFaC_!!6000000006145-0-yinhe.jpg,Huawei/华为,10999,满10000减1000,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
12625,110046,【可用政府补贴省15%】Xiaomi/小米15 手机新品上市小米官方旗舰店小米15官网正品小米手机小米15系列骁龙芯,https://img.alicdn.com/bao/uploaded/O1CN01bRG9ZM1KBkzKADopW_!!6000000001126-0-yinhe.jpg,MIUI/小米,3999,满4699减100,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
15088,110046,【政府补贴至高15%】REDMI K80Pro红米k80pro手机官方旗舰店游戏国补学生小米手机红米手机redmik80pro手机,https://img.alicdn.com/bao/uploaded/O1CN01HyZG5M1D12QrL810K_!!6000000000155-0-yinhe.jpg,MIUI/小米,3196,官方9.9折,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1555117,102386,【享24期免息】Xiaomi MIX Flip2新品折叠屏手机小米mixflip2小米官方旗舰店徕卡光学影像,https://img.alicdn.com/bao/uploaded/O1CN01DZQOZI1yA09yxaqGU_!!6000000006537-0-yinhe.jpg,MIUI/小米,5999,,手机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
65107,null,【自营】【国补】佳能EOS R8 全画幅专业数码微单相机 单机/套机,https://img.alicdn.com/bao/uploaded/O1CN01NLBNj11VbpLLObHgG_!!6000000002672-0-yinhe.jpg,Canon/佳能,10899,每件直降1100元,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
40322,"6,110,046",【政府补贴15%】DJI Osmo Action 5 Pro 运动相机 4K旗舰画质旅拍,https://img.alicdn.com/bao/uploaded/O1CN01vMkMAC1EsudGP7T5C_!!6000000000408-0-yinhe.jpg,DJI/大疆,3298,,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
50958,null,Sony/索尼 FE 24-70mm F2.8 GM II全画幅变焦G大师镜头SEL2470GM2,https://img.alicdn.com/bao/uploaded/O1CN01bsHySR1Y5i8T2aWTM_!!6000000003008-0-yinhe.jpg,Sony/索尼,13611,满1000减50,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
62839,null,Sony索尼 FE 35mm F1.4 GM 全画幅G大师镜头 SEL35F14GM,https://img.alicdn.com/bao/uploaded/O1CN01aMRExV1fTi7NeVDVG_!!6000000004008-0-yinhe.jpg,Sony/索尼,10047,满1000减50,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
43736,null,云犀智瞳pro直播相机专业4K高清单反相机直播娱乐带货全套设备,https://img.alicdn.com/bao/uploaded/O1CN01KmOJqb26TFZk1E6S6_!!6000000007662-0-yinhe.jpg,云犀,5049,1件减1000元,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
43751,null,云犀S7专业高清直播相机带货娱乐全套设备单反相机电脑直播专用,https://img.alicdn.com/bao/uploaded/O1CN01OxS5DT1xwid5jZGF7_!!6000000006508-0-yinhe.jpg,云犀,4999,1件减1000元,数码相机/单反相机/摄像机,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
13915,110046,【政府补贴15%】大疆 DJI Mavic 3 Pro 御3三摄旗舰航拍机  超稳图传高清专业大师版航拍器 大疆无人机,https://img.alicdn.com/bao/uploaded/O1CN01zhxyaX24mpOGm3qmS_!!6000000007434-0-yinhe.jpg,DJI/大疆,15919,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
26328,110046,大疆 DJI Mavic 3 Pro 御3三摄旗舰航拍机 DJI Mavic 3 Pro Cine 高清专业大师版航拍器 大疆无人机,https://img.alicdn.com/bao/uploaded/O1CN01sMwK441ZlDtTjUIwv_!!6000000003234-0-yinhe.jpg,DJI/大疆,15919,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
27280,"6,110,046",【政府补贴15%】大疆 DJI Mini 4 Pro 全能迷你航拍机 入门级无人机 高清专业无损竖拍 全向主动避障拍摄,https://img.alicdn.com/bao/uploaded/O1CN01TRBTYs1PmSp1Qn2To_!!6000000001883-0-yinhe.jpg,DJI/大疆,4309,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
65562,null,【新品】Garmin佳明Fenix8户外运动手表太阳能双频多星LED灯跑步游泳潜水骑行健身越野爬山语音通话地图导航,https://img.alicdn.com/bao/uploaded/O1CN0160L6tG1noLDqBBv1v_!!6000000005136-0-yinhe.jpg,Garmin/佳明,5680,,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
15408,110046,【国家补贴500元】三星/Samsung Galaxy Watch Ultra智能手表蓝牙/LTE户外运动AI睡眠监测,https://img.alicdn.com/bao/uploaded/O1CN01mW5VMP1wqvx5ji8R6_!!6000000006360-0-yinhe.jpg,Samsung/三星,4579,满4000减400,智能设备,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
65313,null,【王鹤棣推荐】雅迪摩登追光70电动自行车旗舰【门店自提】,https://img.alicdn.com/bao/uploaded/O1CN01r7pUvQ26fcO1diFll_!!6000000007689-0-yinhe.jpg,Yadea/雅迪,3499,满2000减400,电动车/配件/交通工具,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1554384,104460,国行索尼新款PS5 Slim光驱版主机 黑神话悟空 家用电视游戏机,https://img.alicdn.com/bao/uploaded/O1CN01Ai7LJa1fUd8cd249q_!!6000000004010-0-yinhe.jpg,playstation,3499,,电玩/配件/游戏/攻略,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
65340,null,【政府补贴15%】黑神话悟空 索尼（SONY）PS5 slim轻薄版playstation5国行游戏机阿里自营,https://img.alicdn.com/bao/uploaded/O1CN01mmZK6A1GkKL77oI4s_!!6000000000660-0-yinhe.jpg,playstation,3399,,电玩/配件/游戏/攻略,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
31412,110046,AMD锐龙R7 9800X3D盒装+华硕微星B850M/X870游戏电竞主板CPU套装,https://img.alicdn.com/bao/uploaded/O1CN01T74tiO1XWuItsTCUb_!!6000000002932-0-yinhe.jpg,AMD,4199,官方8.5折,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
26034,110046,AOC爱攻AGON 32英寸4K高清165Hz电竞OLED电脑显示器AG326UD屏PS5,https://img.alicdn.com/bao/uploaded/O1CN01fzqrBl1f0P7FnPcTC_!!6000000003944-0-yinhe.jpg,AOC,3499,官方8.5折,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
65133,null,Asus/华硕TUF电竞RTX 5060游戏8G显存独立显卡 支持2K显示器,https://img.alicdn.com/bao/uploaded/O1CN01S6feM81Zh6MxRqJam_!!6000000003225-0-yinhe.jpg,Asus/华硕,3549,,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
62252,null,明基PD2705U显示器27英寸4K专业设计Mac苹果5K修图typec护眼屏幕,https://img.alicdn.com/bao/uploaded/O1CN01R5piRp22iaH7PfwhQ_!!6000000007154-0-yinhe.jpg,Benq/明基,3699,满3599减100,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
28161,110046,微星32英寸4K240HZ高刷电竞电脑MPG321URXWQD-OLED极光显示器屏,https://img.alicdn.com/bao/uploaded/O1CN01HSfsNu1iIDLTbcBEH_!!6000000004389-0-yinhe.jpg,MSI/微星,5999,官方8.5折,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
49608,null,微星27英寸4K240Hz高刷电竞电脑MAG272UPQD-OLEDX24显示器屏幕,https://img.alicdn.com/bao/uploaded/O1CN01fbxKuP1fsuGckRqGP_!!6000000004063-2-yinhe.png,MSI/微星,5599,官方8.5折,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562969,102386,三星9100PRO固态硬盘4TB NVMe M.2电竞笔记本PS5台式机PCIe5.0SSD,https://img.alicdn.com/bao/uploaded/O1CN01Ps5bjE1QMe82umjg3_!!6000000001962-0-yinhe.jpg,Samsung/三星,3299,官方立减34元,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562643,102386,【12期免息】XFX讯景9070XT 9070 16G游戏显卡amd电竞台式电脑diy,https://img.alicdn.com/bao/uploaded/O1CN017zlTw31CuAUWna6Ca_!!6000000000140-0-yinhe.jpg,XFX/讯景,4879,满3000减20,电脑硬件/显示器/电脑周边,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
61932,6,（政府补贴20%）Acer宏碁新品暗影骑士擎7  2025款酷睿i7 5060满血独显大学生游戏本办公设计电竞笔记本电脑,https://img.alicdn.com/bao/uploaded/O1CN01YYxeTM1JBTA73f3ps_!!6000000000990-0-yinhe.jpg,Acer/宏碁,8749,限时优惠250元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1562842,102386,【限时直降300元】华硕天选4 AMD锐龙版R7 7735H/RTX4050 15.6英寸游戏本电脑RTX4050电竞学生手提办公设计本,https://img.alicdn.com/bao/uploaded/O1CN01zzM6Ow1bQjP8bU7Hf_!!6000000003460-0-yinhe.jpg,Asus/华硕,5599,喵速达直降500元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1563080,102386,【政府补贴20%】华硕天选6 Pro高性能Ultra英特尔酷睿HX RTX5060游戏本16英寸电竞笔记本电脑RTX5070学生设计,https://img.alicdn.com/bao/uploaded/i4/2213856588863/O1CN01hkY10e2FLJIOPA15M_!!2-item_pic.png,Asus/华硕,8199,喵速达直降600元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
57485,null,【政府补贴20%】华硕天选5 AMD锐龙R7 8845H 15.6英寸AI游戏本笔记本电脑RTX4060电竞本学生设计本,https://img.alicdn.com/bao/uploaded/O1CN01307BAn1Q7X47hW3GU_!!6000000001929-0-yinhe.jpg,Asus/华硕,6599,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
46341,null,【政府补贴20%】七彩虹隐星P15/P16 英特尔酷睿i7 RTX4050/4060独显直连学生15.6寸电竞游戏本笔记本,https://img.alicdn.com/bao/uploaded/O1CN01tY9T861zblaJtTUu6_!!6000000006733-0-yinhe.jpg,Colorful/七彩虹,5099,1件减1000元,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
34773,110046,【国补20%外星人爆款】ALIENWARE外星人m16R2酷睿Ultra游戏本笔记本电脑电竞玩家高考学生电脑办公学习,https://img.alicdn.com/bao/uploaded/O1CN01FZrK411IqOsMNu5py_!!6000000000944-0-yinhe.jpg,Dell/戴尔,13969,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
47835,null,【自营】戴尔（DELL）游匣G15 5530游戏本15.6英寸 13代英特尔酷睿i5/i9游戏笔记本电脑电竞本高刷屏官方旗舰,https://img.alicdn.com/bao/uploaded/O1CN015AyTPe1FZ32sRJ91y_!!6000000000500-2-yinhe.png,Dell/戴尔,5543,官方9.9折,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
13965,110046,【政府补贴20%】HP/惠普光影精灵10可选14代英特尔酷睿i7HX RTX4060 240Hz笔记本电脑暗影精灵游戏本旗舰店,https://img.alicdn.com/bao/uploaded/O1CN01V4dF5w1zBClucGL5m_!!6000000006675-0-yinhe.jpg,HP/惠普,4999,,笔记本电脑,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
1248526,89512,【联名限量】MAAP x POP Oracle Jacket 休闲夹克,https://img.alicdn.com/bao/uploaded/O1CN0188zbOT1VpZEVBYRUl_!!6000000002702-0-yinhe.jpg,MAAP（服饰）,3680,,自行车/骑行装备/零配件,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
13984,110046,TREK崔克MADONE SL 5碳纤维综合车架气动爬坡竞赛级公路自行车,https://img.alicdn.com/bao/uploaded/O1CN01YmbfI325tz84wvkjA_!!6000000007585-2-yinhe.png,TREK/崔克,20710,,自行车/骑行装备/零配件,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
109850,null,【新品】Rapha Pro Team Powerweave女款竞赛轻量骑行背带裤春季,https://img.alicdn.com/bao/uploaded/O1CN01T58udQ1hkmTJGsDwK_!!6000000004316-0-yinhe.jpg,rapha（服装）,3330,,自行车/骑行装备/零配件,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
110078,null,Rapha Explore男款休闲连帽保暖羽绒服运动骑行外套骑行服官方,https://img.alicdn.com/bao/uploaded/O1CN01OAxeWw1wj9D9eA9lh_!!6000000006343-0-yinhe.jpg,rapha（服装）,3000,,自行车/骑行装备/零配件,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
110086,null,【新品】Rapha Pro Team Roadsuit男款竞赛EF车队连体气动骑行服,https://img.alicdn.com/bao/uploaded/O1CN01ZxbTxt2ALFEeQORdn_!!6000000008186-0-yinhe.jpg,rapha（服装）,3500,,自行车/骑行装备/零配件,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
110100,null,Rapha Brevet Gore-Tex男款远途反光春季长距离户外骑行夹克官方,https://img.alicdn.com/bao/uploaded/O1CN019tSPl823Btn47JLmm_!!6000000007218-0-yinhe.jpg,rapha（服装）,3200,,自行车/骑行装备/零配件,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
105366,null,Keep智能跑步机K4/家用健身房专业静音坡度可折叠减震降噪跑步机,https://img.alicdn.com/bao/uploaded/O1CN01jfMBKq21edK5CfuOb_!!6000000007010-0-yinhe.jpg,Keep（运动户外）,3299,满4705减700,运动/瑜伽/健身/球迷用品,1,utilitarian_symbolic,实用+symbolic,symbolic,84,工具/科技/运动/创作相关品类；可标记专业、创作、技术、玩家或运动身份；含专业/旗舰/创作/运动身份线索,raw_catalog
